eiendom,adresse,bydel,eier,bruksnavn,areal,kommune
0301-6/692/0/0,,,Eiendoms- og byfornyelsesetaten,,575.9,
0301-6/703/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,23193.0,
0301-6/704/0/0,,,Eiendoms- og byfornyelsesetaten,,682.6,
0301-6/705/0/0,,,Eiendoms- og byfornyelsesetaten,,2363.9,
0301-6/708/0/0,,,Eiendoms- og byfornyelsesetaten,,1988.9,
0301-60/2/0/0,,,Eiendoms- og byfornyelsesetaten,Taraldsrud,2827665.8,
0301-60/3/0/0,,,Eiendoms- og byfornyelsesetaten,Helgerud,1236.4,
0301-60/4/0/0,,,Eiendoms- og byfornyelsesetaten,Låkeberget,8894.8,
0301-62/8/0/0,,,Eiendoms- og byfornyelsesetaten,Maridalen skole.,67178.1,
0301-64/18/0/0,,,Eiendoms- og byfornyelsesetaten,,1902.5,
0301-64/5/0/0,,,Eiendoms- og byfornyelsesetaten,Dusgård,8765.0,
0301-64/7/0/0,,,Eiendoms- og byfornyelsesetaten,,188422.0,
0301-64/9/0/0,,,Eiendoms- og byfornyelsesetaten,Vann-og fallrettigheter,,
0301-65/20/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-65/4/0/0,,,Eiendoms- og byfornyelsesetaten,,1906.8,
0301-65/9/0/0,,,Eiendoms- og byfornyelsesetaten,,3360.7,
0301-66/13/0/0,,,Eiendoms- og byfornyelsesetaten,,2115561.4,
0301-66/14/0/0,,,Eiendoms- og byfornyelsesetaten,,2115561.4,
0301-66/15/0/0,,,Eiendoms- og byfornyelsesetaten,Vannrett til skarselven,,
0301-66/16/0/0,,,Eiendoms- og byfornyelsesetaten,Fagerheim,5740.8,
0301-66/18/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,7915.9,
0301-66/19/0/0,,,Eiendoms- og byfornyelsesetaten,,7915.9,
0301-66/22/0/0,,,Eiendoms- og byfornyelsesetaten,Vann-og fallrettighet-skarselv,,
0301-66/24/0/0,,,Eiendoms- og byfornyelsesetaten,,2693.8,
0301-66/26/0/0,,,Eiendoms- og byfornyelsesetaten,,1934101.9,
0301-66/27/0/0,,,Eiendoms- og byfornyelsesetaten,Vestli,335.8,
0301-66/3/0/0,Maridalsveien 580,Marka,Eiendoms- og byfornyelsesetaten,Halset,87704.4,
0301-66/59/0/0,,,Eiendoms- og byfornyelsesetaten,,173387.8,
0301-66/8/0/0,,,Eiendoms- og byfornyelsesetaten,,7440.7,
0301-67/10/0/0,,,Eiendoms- og byfornyelsesetaten,,11919.8,
0301-67/12/0/0,,,Eiendoms- og byfornyelsesetaten,,17208.8,
0301-67/23/0/0,,,Eiendoms- og byfornyelsesetaten,Blankvannsbråten,44125.0,
0301-69/10/0/0,,,Eiendoms- og byfornyelsesetaten,Vittingbergkollen,420700.4,
0301-69/12/0/0,,,Eiendoms- og byfornyelsesetaten,Lurhullet,14524.4,
0301-69/148/0/0,,,Eiendoms- og byfornyelsesetaten,,1521.7,
0301-69/15/0/0,,,Eiendoms- og byfornyelsesetaten,Vaggestein,,
0301-69/163/0/0,,,Eiendoms- og byfornyelsesetaten,"Brænna skog, vaggesteinsåsen.",201668.4,
0301-69/18/0/0,,,Eiendoms- og byfornyelsesetaten,Hallvorsrud.,,
0301-69/19/0/0,,,Eiendoms- og byfornyelsesetaten,,8318.8,
0301-69/20/0/0,,,Eiendoms- og byfornyelsesetaten,Damstokløkken,,
0301-69/22/0/0,,,Eiendoms- og byfornyelsesetaten,Kollen,2005799.1,
0301-69/23/0/0,,,Eiendoms- og byfornyelsesetaten,Kollene,2005799.1,
0301-69/25/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,2005799.1,
0301-69/30/0/0,,,Eiendoms- og byfornyelsesetaten,"Pars.69,70",1853.2,
0301-69/38/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-69/39/0/0,,,Eiendoms- og byfornyelsesetaten,Vannrett til bnr. 15,,
0301-69/40/0/0,,,Eiendoms- og byfornyelsesetaten,Vannrett,,
0301-69/41/0/0,,,Eiendoms- og byfornyelsesetaten,Vannrett,,
0301-69/42/0/0,,,Eiendoms- og byfornyelsesetaten,Vannrett,,
0301-69/43/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-69/5/0/0,,,Eiendoms- og byfornyelsesetaten,Vaggestein skog,407003.6,
0301-69/7/0/0,,,Eiendoms- og byfornyelsesetaten,,1455718.5,
0301-69/70/0/0,,,Eiendoms- og byfornyelsesetaten,,8553.4,
0301-7/111/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",87.6,
0301-7/75/0/0,,,Eiendoms- og byfornyelsesetaten,Lekeplass,1250.7,
0301-70/3/0/0,,,Eiendoms- og byfornyelsesetaten,Nes,,
0301-70/4/0/0,,,Eiendoms- og byfornyelsesetaten,Nes,,
0301-70/6/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-72/182/0/0,,,Eiendoms- og byfornyelsesetaten,Vann-og fallrettigheter-akerse,,
0301-72/25/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-72/26/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-72/27/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-73/313/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-73/638/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-73/719/0/0,,,Eiendoms- og byfornyelsesetaten,Vann-og fallrettigheter,,
0301-74/8/0/0,,,Eiendoms- og byfornyelsesetaten,Vann- og fallrettighet,,
0301-75/1470/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-75/1471/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-75/1474/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-75/1475/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-77/153/0/0,,,Eiendoms- og byfornyelsesetaten,Vann- og fallrettighet,,
0301-77/154/0/0,,,Eiendoms- og byfornyelsesetaten,Vann- og fallrettighet,,
0301-77/155/0/0,,,Eiendoms- og byfornyelsesetaten,Vann - og fallrettighet,,
0301-77/156/0/0,,,Eiendoms- og byfornyelsesetaten,Vann- og fallrettighet,,
0301-77/157/0/0,,,Eiendoms- og byfornyelsesetaten,Vann- og fallrettighet,,
0301-79/25/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-79/58/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-79/74/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-86/50/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-86/513/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,,
0301-86/515/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-88/209/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-88/210/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-88/211/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-9/163/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-9/173/0/0,,,Eiendoms- og byfornyelsesetaten,,4377.6,
0301-9/303/0/0,,,Eiendoms- og byfornyelsesetaten,Friområde,3198.7,
0301-9/425/0/0,,,Eiendoms- og byfornyelsesetaten,Lekeplass,1210.5,
0301-9/466/0/0,,,Eiendoms- og byfornyelsesetaten,Riksveigrunn,2194.8,
0301-9/510/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,9908.4,
0301-9/533/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,368.8,
0301-9/564/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,960.0,
0301-9/567/0/0,,,Eiendoms- og byfornyelsesetaten,,617.7,
0301-93/10/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt. Se merkn.,6892.5,
0301-93/11/0/0,,,Eiendoms- og byfornyelsesetaten,"Ikke målt, se merkn.",7017.0,
0301-93/132/0/0,,,Eiendoms- og byfornyelsesetaten,"Ikke målt, se merkn.",7017.0,
0301-93/158/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-93/205/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-93/217/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-93/218/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-93/351/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-93/5/0/0,,,Eiendoms- og byfornyelsesetaten,Buskerud,,
0301-93/603/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,,
0301-93/9/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt. Se merkn.,6892.5,
0301-94/531/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-94/81/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-95/16/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-95/18/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,2371455.8,
0301-96/180/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,,
0301-98/12/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-98/13/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-98/14/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-98/19/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-99/450/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-999/11/0/0,,,Eiendoms- og byfornyelsesetaten,Uregistrert grunn,,
0301-999/134/0/0,,,Eiendoms- og byfornyelsesetaten,Uregistrert grunn,,
3203-88/2/0/0,,,Eiendoms- og byfornyelsesetaten,,,Asker
3203-89/4/0/0,,,Eiendoms- og byfornyelsesetaten,,,Asker
3220-108/3/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/114/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/118/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/22/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/27/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/29/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/35/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/37/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/39/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/40/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/41/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/42/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/44/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/45/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/48/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/52/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/58/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/59/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/62/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/64/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/72/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3220-126/90/0/0,,,Eiendoms- og byfornyelsesetaten,,,Enebakk
3214-76/4/0/0,,,Eiendoms- og byfornyelsesetaten,,,Frogn
3214-76/5/0/0,,,Eiendoms- og byfornyelsesetaten,,,Frogn
3214-76/6/0/0,,,Eiendoms- og byfornyelsesetaten,,,Frogn
3214-76/7/0/0,,,Eiendoms- og byfornyelsesetaten,,,Frogn
3232-13/16/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-14/48/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-14/49/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-14/50/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-14/51/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-14/52/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-14/53/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-14/54/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-26/21/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3232-7/12/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nittedal
3207-103/6/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nordre Follo
3207-103/5/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nordre Follo
3207-103/7/0/0,,,Eiendoms- og byfornyelsesetaten,,,Nordre Follo
3205-295/7/0/0,,,Eiendoms- og byfornyelsesetaten,,,Lillestrøm
3205-295/9/0/0,,,Eiendoms- og byfornyelsesetaten,,,Lillestrøm
3305-1/57/0/0,,,Eiendoms- og byfornyelsesetaten,,,Ringerike
3305-1/58/0/0,,,Eiendoms- og byfornyelsesetaten,,,Ringerike
3305-1/59/0/0,,,Eiendoms- og byfornyelsesetaten,,,Ringerike
3305-18/38/0/0,,,Eiendoms- og byfornyelsesetaten,,,Ringerike
3305-126/7/0/0,,,Eiendoms- og byfornyelsesetaten,,,Ringerike
3305-137/10/0/0,,,Eiendoms- og byfornyelsesetaten,,,Ringerike
3310-180/21/0/0,,,Eiendoms- og byfornyelsesetaten,,,Hole
