eiendom,adresse,bydel,eier,bruksnavn,areal,kommune
0301-28/1248/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1599.4,
0301-28/1276/0/0,,,Eiendoms- og byfornyelsesetaten,,3997.6,
0301-28/290/0/0,,,Eiendoms- og byfornyelsesetaten,St.p.29-29 (2002-414),11832.7,
0301-28/319/0/0,,,Eiendoms- og byfornyelsesetaten,,134.2,
0301-28/341/0/0,,,Eiendoms- og byfornyelsesetaten,,209.3,
0301-28/344/0/0,,,Eiendoms- og byfornyelsesetaten,,2656.5,
0301-28/345/0/0,,,Eiendoms- og byfornyelsesetaten,,5870.5,
0301-28/364/0/0,,,Eiendoms- og byfornyelsesetaten,,6.5,
0301-28/427/0/0,,,Eiendoms- og byfornyelsesetaten,,14791.0,
0301-28/428/0/0,,,Eiendoms- og byfornyelsesetaten,,1332.8,
0301-28/429/0/0,,,Eiendoms- og byfornyelsesetaten,,8797.0,
0301-28/430/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-28/432/0/0,,,Eiendoms- og byfornyelsesetaten,Målt sammen med 28/433.,1902.7,
0301-28/434/0/0,,,Eiendoms- og byfornyelsesetaten,,2533.9,
0301-28/435/0/0,,,Eiendoms- og byfornyelsesetaten,,8163.5,
0301-28/437/0/0,,,Eiendoms- og byfornyelsesetaten,,23299.2,
0301-28/439/0/0,,,Eiendoms- og byfornyelsesetaten,,1859.7,
0301-28/590/0/0,,,Eiendoms- og byfornyelsesetaten,,438.9,
0301-28/632/0/0,,,Eiendoms- og byfornyelsesetaten,,4362.3,
0301-28/633/0/0,,,Eiendoms- og byfornyelsesetaten,,1554.6,
0301-28/664/0/0,,,Eiendoms- og byfornyelsesetaten,,407.0,
0301-28/802/0/0,,,Eiendoms- og byfornyelsesetaten,,9182.900000000001,
0301-28/816/0/0,,,Eiendoms- og byfornyelsesetaten,,15922.1,
0301-28/818/0/0,,,Eiendoms- og byfornyelsesetaten,,5166.099999999999,
0301-28/87/0/0,,,Eiendoms- og byfornyelsesetaten,,5343.1,
0301-28/934/0/0,,,Eiendoms- og byfornyelsesetaten,,1349.4,
0301-28/959/0/0,,,Eiendoms- og byfornyelsesetaten,,287.6,
0301-28/960/0/0,,,Eiendoms- og byfornyelsesetaten,,442.4,
0301-29/173/0/0,,,Eiendoms- og byfornyelsesetaten,,2949.6,
0301-29/306/0/0,,,Eiendoms- og byfornyelsesetaten,,3271.7,
0301-29/307/0/0,,,Eiendoms- og byfornyelsesetaten,,1151.1,
0301-29/426/0/0,,,Eiendoms- og byfornyelsesetaten,,27849.4,
0301-29/446/0/0,,,Eiendoms- og byfornyelsesetaten,,2029.3,
0301-29/488/0/0,,,Eiendoms- og byfornyelsesetaten,,587.8,
0301-29/557/0/0,,,Eiendoms- og byfornyelsesetaten,,466.9,
0301-29/559/0/0,,,Eiendoms- og byfornyelsesetaten,,34134.1,
0301-29/562/0/0,,,Eiendoms- og byfornyelsesetaten,Fellesareal.,730.7,
0301-29/62/0/0,,,Eiendoms- og byfornyelsesetaten,Stor prot.29-25 (2002),1695.4,
0301-29/630/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,5309.6,
0301-29/698/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",418.5,
0301-29/778/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,4150.0,
0301-29/786/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tgl veigr. Areal se merkn,6094.1,
0301-29/787/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,330.3,
0301-29/793/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,218.0,
0301-29/803/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,296.5,
0301-29/806/0/0,,,Eiendoms- og byfornyelsesetaten,,3408.9,
0301-29/808/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,7372.3,
0301-29/816/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1373.9,
0301-29/818/0/0,,,Eiendoms- og byfornyelsesetaten,,6458.8,
0301-29/821/0/0,,,Eiendoms- og byfornyelsesetaten,,6456.6,
0301-3/164/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-3/181/0/0,,,Eiendoms- og byfornyelsesetaten,Drammensveien,680.1,
0301-3/31/0/0,,,Eiendoms- og byfornyelsesetaten,N e brown boveri,8371.1,
0301-3/350/0/0,,,Eiendoms- og byfornyelsesetaten,,3783.8,
0301-3/418/0/0,,,Eiendoms- og byfornyelsesetaten,,24718.9,
0301-3/421/0/0,,,Eiendoms- og byfornyelsesetaten,Park,3498.3,
0301-3/440/0/0,,,Eiendoms- og byfornyelsesetaten,Turvei a-6,5142.1,
0301-3/481/0/0,,,Eiendoms- og byfornyelsesetaten,Silkestrå.,124041.0,
0301-3/510/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,133.5,
0301-3/511/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,280.3,
0301-3/512/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,150.3,
0301-3/513/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,149.2,
0301-3/514/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,755.7,
0301-3/531/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn.,4299.3,
0301-3/532/0/0,,,Eiendoms- og byfornyelsesetaten,,45.3,
0301-3/543/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,4497.599999999999,
0301-3/592/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,6705.1,
0301-3/596/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1977.7,
0301-3/597/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,3233.4,
0301-3/619/0/0,,,Eiendoms- og byfornyelsesetaten,Veiareal.,1018.8,
0301-3/629/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,4189.5,
0301-3/632/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,2003.2,
0301-3/633/0/0,,,Eiendoms- og byfornyelsesetaten,,3020.6,
0301-3/634/0/0,,,Eiendoms- og byfornyelsesetaten,,7576.7,
0301-3/655/0/0,,,Eiendoms- og byfornyelsesetaten,,2833.7,
0301-3/656/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",229.0,
0301-3/661/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,24.1,
0301-30/137/0/0,,,Eiendoms- og byfornyelsesetaten,,3509.6,
0301-30/180/0/0,,,Eiendoms- og byfornyelsesetaten,,1885.0,
0301-30/219/0/0,,,Eiendoms- og byfornyelsesetaten,,2762.9,
0301-30/220/0/0,,,Eiendoms- og byfornyelsesetaten,,46.9,
0301-30/239/0/0,,,Eiendoms- og byfornyelsesetaten,,127.2,
0301-30/284/0/0,,,Eiendoms- og byfornyelsesetaten,,2112.8,
0301-30/337/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1658.4,
0301-30/339/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,210.9,
0301-30/344/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn kun reg. i GAB,649.3,
0301-302/1/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-31/11/0/0,,,Eiendoms- og byfornyelsesetaten,Areal ikke ajourført.,130888.6,
0301-31/132/0/0,,,Eiendoms- og byfornyelsesetaten,,1159.7,
0301-31/141/0/0,,,Eiendoms- og byfornyelsesetaten,,8836.2,
0301-31/234/0/0,,,Eiendoms- og byfornyelsesetaten,,1308.7,
0301-31/247/0/0,,,Eiendoms- og byfornyelsesetaten,,1268.7,
0301-31/248/0/0,,,Eiendoms- og byfornyelsesetaten,,1134.7,
0301-31/249/0/0,,,Eiendoms- og byfornyelsesetaten,,2466.2,
0301-31/3/0/0,,,Eiendoms- og byfornyelsesetaten,Hov,206.1,
0301-31/318/0/0,,,Eiendoms- og byfornyelsesetaten,,2993.2,
0301-31/328/0/0,,,Eiendoms- og byfornyelsesetaten,,3059.9,
0301-31/338/0/0,,,Eiendoms- og byfornyelsesetaten,,108.7,
0301-31/340/0/0,,,Eiendoms- og byfornyelsesetaten,,8771.5,
0301-31/351/0/0,,,Eiendoms- og byfornyelsesetaten,"Slettet i grunnboka,se merkn.",839.2,
0301-31/355/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,3472.9,
0301-31/357/0/0,,,Eiendoms- og byfornyelsesetaten,,380.7,
0301-31/374/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn ikke tgl.,1136.4,
0301-31/417/0/0,,,Eiendoms- og byfornyelsesetaten,,3103.1,
0301-31/429/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",531.6,
0301-31/436/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,216.1,
0301-31/442/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,4398.8,
0301-31/447/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,3703.9,
0301-31/450/0/0,,,Eiendoms- og byfornyelsesetaten,Hovseter torg.,805.1,
0301-31/451/0/0,,,Eiendoms- og byfornyelsesetaten,Friareal.,1804.1,
0301-31/454/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn jarlsborgveien.,1098.0,
0301-31/457/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - se merknader.,686.3,
0301-31/458/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - se merkn.,736.1,
0301-31/459/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - se merkn.,3892.0,
0301-31/461/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,773.4,
0301-31/462/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,436.2,
0301-31/463/0/0,,,Eiendoms- og byfornyelsesetaten,,2692.5,
0301-31/464/0/0,,,Eiendoms- og byfornyelsesetaten,,425.9,
0301-31/470/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1261.9,
0301-31/477/0/0,,,Eiendoms- og byfornyelsesetaten,,448.0,
0301-31/479/0/0,,,Eiendoms- og byfornyelsesetaten,,1538.0,
0301-31/484/0/0,,,Eiendoms- og byfornyelsesetaten,,8234.5,
0301-31/485/0/0,,,Eiendoms- og byfornyelsesetaten,,2219.6,
0301-31/487/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,736.1,
0301-31/504/0/0,,,Eiendoms- og byfornyelsesetaten,,1088.8,
0301-31/505/0/0,,,Eiendoms- og byfornyelsesetaten,,17746.2,
0301-31/511/0/0,,,Eiendoms- og byfornyelsesetaten,,152.0,
0301-32/4/0/0,,,Eiendoms- og byfornyelsesetaten,Heggeli,194.5,
0301-32/415/0/0,,,Eiendoms- og byfornyelsesetaten,,6578.1,
0301-32/510/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,10.3,
0301-32/514/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,61.9,
0301-32/515/0/0,,,Eiendoms- og byfornyelsesetaten,,991.2,
0301-32/516/0/0,,,Eiendoms- og byfornyelsesetaten,,4.7,
0301-32/527/0/0,,,Eiendoms- og byfornyelsesetaten,,61.0,
0301-32/528/0/0,,,Eiendoms- og byfornyelsesetaten,,338.6,
0301-32/530/0/0,,,Eiendoms- og byfornyelsesetaten,,315.0,
0301-32/533/0/0,,,Eiendoms- og byfornyelsesetaten,,150.1,
0301-32/569/0/0,,,Eiendoms- og byfornyelsesetaten,,21568.9,
0301-32/583/0/0,,,Eiendoms- og byfornyelsesetaten,,5345.5,
0301-32/584/0/0,,,Eiendoms- og byfornyelsesetaten,,3258.4,
0301-32/587/0/0,,,Eiendoms- og byfornyelsesetaten,,1395.4,
0301-32/596/0/0,,,Eiendoms- og byfornyelsesetaten,,2779.8,
0301-32/842/0/0,,,Eiendoms- og byfornyelsesetaten,,768.1,
0301-32/852/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,519.8,
0301-32/897/0/0,,,Eiendoms- og byfornyelsesetaten,Friområde.,1872.6,
0301-32/926/0/0,,,Eiendoms- og byfornyelsesetaten,,6368.3,
0301-32/928/0/0,,,Oslobygg KF,,607.8,
0301-32/929/0/0,,,Eiendoms- og byfornyelsesetaten,,3821.1,
0301-32/930/0/0,,,Eiendoms- og byfornyelsesetaten,,2312.6,
0301-32/931/0/0,,,Eiendoms- og byfornyelsesetaten,,3048.6,
0301-32/933/0/0,,,Eiendoms- og byfornyelsesetaten,,222.0,
0301-32/935/0/0,,,Eiendoms- og byfornyelsesetaten,,629.2,
0301-32/936/0/0,,,Eiendoms- og byfornyelsesetaten,,400.9,
0301-32/943/0/0,,,Eiendoms- og byfornyelsesetaten,Friareal.,264.6,
0301-32/947/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn (ikke tingl).,5728.9,
0301-32/948/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn hoffsveien,1177.8,
0301-32/949/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - se merkn.,2408.6,
0301-32/950/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - se merkn.,1504.1,
0301-32/951/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - se merkn.,490.5,
0301-32/952/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - se merkn.,173.4,
0301-32/961/0/0,,,Eiendoms- og byfornyelsesetaten,Idrettsplass,3529.7,
0301-32/962/0/0,,,Eiendoms- og byfornyelsesetaten,Atkomst,5149.4,
0301-32/964/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1573.8,
0301-32/969/0/0,,,Oslobygg KF,,991.5,
0301-32/970/0/0,,,Eiendoms- og byfornyelsesetaten,Barnehage,585.0,
0301-32/994/0/0,,,Eiendoms- og byfornyelsesetaten,,587.8,
0301-33/1087/0/0,,,Eiendoms- og byfornyelsesetaten,,90464.1,
0301-33/11/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1149/0/0,,,Eiendoms- og byfornyelsesetaten,Pars.6,2598.7,
0301-33/1158/0/0,,,Eiendoms- og byfornyelsesetaten,Pars.7,2234.5,
0301-33/1179/0/0,,,Eiendoms- og byfornyelsesetaten,Rødkleiva,103385.0,
0301-33/1192/0/0,,,Eiendoms- og byfornyelsesetaten,,50.6,
0301-33/1194/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1195/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1196/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1197/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1198/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1199/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1200/0/0,,,Eiendoms- og byfornyelsesetaten,,5548.2,
0301-33/1219/0/0,,,Eiendoms- og byfornyelsesetaten,,969.5,
0301-33/1227/0/0,,,Eiendoms- og byfornyelsesetaten,,415.3,
0301-33/1239/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/1242/0/0,,,Eiendoms- og byfornyelsesetaten,,80.3,
0301-33/1285/0/0,,,Eiendoms- og byfornyelsesetaten,,93.4,
0301-33/1299/0/0,Frognerseterveien 63,Vestre Aker,Oslobygg KF,,4219.8,
0301-33/1302/0/0,,,Eiendoms- og byfornyelsesetaten,,215.3,
0301-33/1353/0/0,Holmenkollveien 119,Vestre Aker,Eiendoms- og byfornyelsesetaten,,10912.4,
0301-33/1406/0/0,,,Eiendoms- og byfornyelsesetaten,,1979.2,
0301-33/1506/0/0,,,Eiendoms- og byfornyelsesetaten,,1028.5,
0301-33/1507/0/0,,,Eiendoms- og byfornyelsesetaten,,7037.9,
0301-33/1521/0/0,,,Eiendoms- og byfornyelsesetaten,,2608.5,
0301-33/1523/0/0,,,Eiendoms- og byfornyelsesetaten,,2261.1,
0301-33/1541/0/0,,,Eiendoms- og byfornyelsesetaten,,1640.6,
0301-33/1543/0/0,,,Eiendoms- og byfornyelsesetaten,,3151.5,
0301-33/1544/0/0,,,Eiendoms- og byfornyelsesetaten,,1641.1,
0301-33/1599/0/0,,,Eiendoms- og byfornyelsesetaten,,1559.5,
0301-33/1654/0/0,,,Eiendoms- og byfornyelsesetaten,,651.8,
0301-33/1692/0/0,,,Eiendoms- og byfornyelsesetaten,,25.9,
0301-33/1732/0/0,,,Eiendoms- og byfornyelsesetaten,,2500.4,
0301-33/1733/0/0,,,Eiendoms- og byfornyelsesetaten,,2598.5,
0301-33/1747/0/0,,,Eiendoms- og byfornyelsesetaten,,8.8,
0301-33/1847/0/0,,,Eiendoms- og byfornyelsesetaten,,3651.7,
0301-33/1948/0/0,,,Eiendoms- og byfornyelsesetaten,,65.2,
0301-33/2060/0/0,,,Eiendoms- og byfornyelsesetaten,,25.5,
0301-33/2118/0/0,,,Eiendoms- og byfornyelsesetaten,,872.1,
0301-33/2120/0/0,,,Eiendoms- og byfornyelsesetaten,,274.8,
0301-33/2172/0/0,,,Eiendoms- og byfornyelsesetaten,Barnehage,2117.3,
0301-33/2222/0/0,,,Eiendoms- og byfornyelsesetaten,,3198.4,
0301-33/2235/0/0,,,Eiendoms- og byfornyelsesetaten,Fellesareal,85329.8,
0301-33/2237/0/0,,,Eiendoms- og byfornyelsesetaten,,2406.1,
0301-33/2270/0/0,,,Eiendoms- og byfornyelsesetaten,,11084.6,
0301-33/2358/0/0,,,Eiendoms- og byfornyelsesetaten,,512.6,
0301-33/237/0/0,,,Eiendoms- og byfornyelsesetaten,,4859.3,
0301-33/2423/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1251.4,
0301-33/2434/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",827.7,
0301-33/2579/0/0,,,Eiendoms- og byfornyelsesetaten,,2034.8,
0301-33/2774/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,57.3,
0301-33/2808/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,2322.4,
0301-33/2810/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,10664.3,
0301-33/2812/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn til turvei a 11,271.2,
0301-33/2813/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn til turvei a 11,901.1,
0301-33/2817/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1109.7,
0301-33/2827/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,3394.0,
0301-33/2884/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,378.4,
0301-33/2889/0/0,,,Eiendoms- og byfornyelsesetaten,"Ikke tinglyst veigrunn, se merknad",10373.6,
0301-33/2898/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,99.3,
0301-33/2902/0/0,,,Eiendoms- og byfornyelsesetaten,,2234.7,
0301-33/2907/0/0,,,Eiendoms- og byfornyelsesetaten,,2121.2,
0301-33/2940/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,2439.3,
0301-33/2981/0/0,,,Eiendoms- og byfornyelsesetaten,"P-plass, svendstuen skole",1324.5,
0301-33/2982/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,594.4,
0301-33/3005/0/0,,,Eiendoms- og byfornyelsesetaten,,1474.5,
0301-33/3007/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,98.1,
0301-33/3009/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,28470.2,
0301-33/3095/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",35.5,
0301-33/3102/0/0,,,Eiendoms- og byfornyelsesetaten,,2407.5,
0301-33/3110/0/0,,,Eiendoms- og byfornyelsesetaten,,1339.2,
0301-33/3111/0/0,,,Eiendoms- og byfornyelsesetaten,,1226.6,
0301-33/3125/0/0,,,Eiendoms- og byfornyelsesetaten,,2561.2,
0301-33/3136/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1884.4,
0301-33/3142/0/0,,,Eiendoms- og byfornyelsesetaten,,2695.0,
0301-33/3143/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1628.6,
0301-33/3145/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,8591.800000000001,
0301-33/3149/0/0,,,Oslobygg KF,,234.7,
0301-33/3151/0/0,,,Oslobygg KF,,2433.6,
0301-33/3154/0/0,,,Eiendoms- og byfornyelsesetaten,,415.4,
0301-33/3155/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,7465.6,
0301-33/3163/0/0,,,Oslobygg KF,,595142.9,
0301-33/3180/0/0,,,Eiendoms- og byfornyelsesetaten,,4875.0,
0301-33/3181/0/0,,,Eiendoms- og byfornyelsesetaten,,4319.4,
0301-33/3187/0/0,,,Oslobygg KF,,9836.0,
0301-33/3188/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/3198/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/32/0/0,,,Eiendoms- og byfornyelsesetaten,,18485.3,
0301-33/458/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-33/746/0/0,,,Eiendoms- og byfornyelsesetaten,,43.4,
0301-33/846/0/0,,,Eiendoms- og byfornyelsesetaten,,69.9,
0301-33/866/0/0,,,Eiendoms- og byfornyelsesetaten,,5611.3,
0301-33/940/0/0,,,Eiendoms- og byfornyelsesetaten,Triangeltomta,1467.9,
0301-34/12/0/0,,,Eiendoms- og byfornyelsesetaten,Tryvannskleiva alpinanlegg,103808.6,
0301-34/19/0/0,,,Eiendoms- og byfornyelsesetaten,,7343.9,
0301-34/20/0/0,,,Eiendoms- og byfornyelsesetaten,,3764.3,
0301-34/21/0/0,,,Eiendoms- og byfornyelsesetaten,,71613.3,
0301-34/22/0/0,,,Eiendoms- og byfornyelsesetaten,,216675.9,
0301-34/24/0/0,,,Eiendoms- og byfornyelsesetaten,,127588.9,
0301-34/3/0/0,,,Eiendoms- og byfornyelsesetaten,Tryvannshøiden,,
0301-34/9/0/0,,,Eiendoms- og byfornyelsesetaten,,3249.2,
0301-35/103/0/0,,,Eiendoms- og byfornyelsesetaten,,6360.7,
0301-35/1228/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,575.2,
0301-35/1284/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1112.9,
0301-35/1293/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,189.0,
0301-35/1311/0/0,,,Eiendoms- og byfornyelsesetaten,,353.1,
0301-35/1323/0/0,,,Eiendoms- og byfornyelsesetaten,,106.3,
0301-35/1324/0/0,,,Eiendoms- og byfornyelsesetaten,,476.7,
0301-35/201/0/0,,,Eiendoms- og byfornyelsesetaten,,12002.2,
0301-35/274/0/0,,,Eiendoms- og byfornyelsesetaten,,6427.4,
0301-35/309/0/0,,,Eiendoms- og byfornyelsesetaten,,10943.3,
0301-35/310/0/0,,,Eiendoms- og byfornyelsesetaten,,933.1,
0301-35/329/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-35/370/0/0,,,Eiendoms- og byfornyelsesetaten,,1.7,
0301-35/407/0/0,,,Eiendoms- og byfornyelsesetaten,,2026.7,
0301-35/414/0/0,,,Eiendoms- og byfornyelsesetaten,,232.4,
0301-35/424/0/0,,,Eiendoms- og byfornyelsesetaten,,121.3,
0301-35/425/0/0,,,Eiendoms- og byfornyelsesetaten,,2314.2,
0301-35/426/0/0,,,Eiendoms- og byfornyelsesetaten,,937.0,
0301-35/427/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn - risalleen,1186.9,
0301-35/428/0/0,,,Eiendoms- og byfornyelsesetaten,,295.5,
0301-35/455/0/0,,,Eiendoms- og byfornyelsesetaten,,444.9,
0301-35/458/0/0,,,Eiendoms- og byfornyelsesetaten,,7515.9,
0301-35/468/0/0,,,Eiendoms- og byfornyelsesetaten,,47.7,
0301-35/523/0/0,,,Eiendoms- og byfornyelsesetaten,,23020.3,
0301-35/524/0/0,,,Eiendoms- og byfornyelsesetaten,,52495.1,
0301-35/525/0/0,,,Eiendoms- og byfornyelsesetaten,,10943.3,
0301-35/526/0/0,,,Eiendoms- og byfornyelsesetaten,,402750.2,
0301-35/528/0/0,,,Eiendoms- og byfornyelsesetaten,,1001.8,
0301-35/595/0/0,,,Eiendoms- og byfornyelsesetaten,,1015.8,
0301-35/67/0/0,,,Eiendoms- og byfornyelsesetaten,,683.8,
0301-35/675/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-35/869/0/0,,,Eiendoms- og byfornyelsesetaten,,63.1,
0301-35/870/0/0,,,Eiendoms- og byfornyelsesetaten,,15.9,
0301-35/871/0/0,,,Eiendoms- og byfornyelsesetaten,,41.6,
0301-36/185/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-36/332/0/0,,,Eiendoms- og byfornyelsesetaten,Sporveisområde/plattform,1370.3,
0301-36/333/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,3223.4,
0301-36/334/0/0,,,Eiendoms- og byfornyelsesetaten,Friområde/turvei. Av ureg.gr.,3202.2,
0301-36/335/0/0,,,Eiendoms- og byfornyelsesetaten,Trafikkområde,33.3,
0301-36/38/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-37/1/0/0,,,Eiendoms- og byfornyelsesetaten,Frogner,299426.3,
0301-37/101/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-37/107/0/0,,,Eiendoms- og byfornyelsesetaten,,1467.2,
0301-37/147/0/0,,,Eiendoms- og byfornyelsesetaten,,5322.6,
0301-37/148/0/0,,,Eiendoms- og byfornyelsesetaten,,5270.4,
0301-37/149/0/0,,,Eiendoms- og byfornyelsesetaten,,7698.3,
0301-37/150/0/0,,,Eiendoms- og byfornyelsesetaten,,6102.3,
0301-37/195/0/0,,,Eiendoms- og byfornyelsesetaten,,218.5,
0301-37/2/0/0,,,Eiendoms- og byfornyelsesetaten,Store frøen,10560.5,
0301-37/203/0/0,,,Eiendoms- og byfornyelsesetaten,,134.5,
0301-37/207/0/0,,,Eiendoms- og byfornyelsesetaten,,1075.1,
0301-37/208/0/0,,,Eiendoms- og byfornyelsesetaten,,160.2,
0301-37/210/0/0,,,Eiendoms- og byfornyelsesetaten,,19754.6,
0301-37/25/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-37/294/0/0,,,Eiendoms- og byfornyelsesetaten,Trafikkomr./parkering,1257.8,
0301-37/297/0/0,,,Eiendoms- og byfornyelsesetaten,Veigr.kun reg. i GAB,3190.5,
0301-37/298/0/0,,,Eiendoms- og byfornyelsesetaten,,2973.7,
0301-37/299/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",3352.7,
0301-37/37/0/0,,,Eiendoms- og byfornyelsesetaten,,12896.0,
0301-37/38/0/0,,,Eiendoms- og byfornyelsesetaten,,34454.3,
